date,pm1,latitude,longitude,pm10,pm25
2022-06-22T00:00:00.000Z,2.1,41.653315,-8.58779,3.7,3.9
2022-06-23T00:00:00.000Z,3.6,41.653315,-8.58779,7.3,6.8
2022-06-24T00:00:00.000Z,10.6,41.653315,-8.58779,21.2,20.25
2022-06-25T00:00:00.000Z,0.1,41.653315,-8.58779,0.6,0.4
2022-06-26T00:00:00.000Z,0.1,41.653315,-8.58779,0.2,0.2
2022-06-27T00:00:00.000Z,0.1,41.653315,-8.58779,0.2,0.2
2022-06-28T00:00:00.000Z,0.1,41.653315,-8.58779,0.6,0.5
2022-06-29T00:00:00.000Z,0.1,41.653315,-8.58779,0.2,0.3
2022-06-30T00:00:00.000Z,0.1,41.653315,-8.58779,0.1,0.1
2022-07-01T00:00:00.000Z,0.1,41.653315,-8.58779,0.7,0.4
2022-07-02T00:00:00.000Z,3.5,41.653315,-8.58779,6.9,6.6
2022-07-03T00:00:00.000Z,11.5,41.653315,-8.58779,21.9,20.8
2022-07-04T00:00:00.000Z,8.8,41.653315,-8.58779,19.2,18.4
2022-07-05T00:00:00.000Z,8.1,41.653315,-8.58779,17.35,16.0
2022-07-06T00:00:00.000Z,3.0,41.653315,-8.58779,5.7,5.4
2022-07-07T00:00:00.000Z,0.55,41.653315,-8.58779,1.1,1.0
2022-07-08T00:00:00.000Z,3.55,41.653315,-8.58779,5.3,5.5
2022-07-09T00:00:00.000Z,3.9,41.653315,-8.58779,6.65,6.5
2022-07-10T00:00:00.000Z,19.0,41.653315,-8.58779,27.8,26.3
2022-07-11T00:00:00.000Z,14.3,41.653315,-8.58779,26.9,25.3
2022-07-12T00:00:00.000Z,14.8,41.653315,-8.58779,22.0,21.4
2022-07-13T00:00:00.000Z,31.6,41.653315,-8.58779,57.0,46.7
2022-07-14T00:00:00.000Z,33.5,41.653315,-8.58779,61.3,50.0
2022-07-15T00:00:00.000Z,20.6,41.653315,-8.58779,33.7,30.45
2022-07-16T00:00:00.000Z,17.1,41.653315,-8.58779,27.4,26.05
2022-07-17T00:00:00.000Z,16.5,41.653315,-8.58779,26.2,25.0
2022-07-18T00:00:00.000Z,5.9,41.653315,-8.58779,10.1,9.44
2022-07-19T00:00:00.000Z,0.55,41.653315,-8.58779,3.1,2.8
2022-07-20T00:00:00.000Z,2.5,41.653315,-8.58779,5.6,5.4
2022-07-21T00:00:00.000Z,15.5,41.653315,-8.58779,26.4,25.1
2022-07-22T00:00:00.000Z,5.65,41.653315,-8.58779,8.1,7.5
2022-07-23T00:00:00.000Z,3.6,41.653315,-8.58779,7.3,7.0
2022-07-24T00:00:00.000Z,9.5,41.653315,-8.58779,19.4,18.2
2022-07-25T00:00:00.000Z,0.8,41.653315,-8.58779,3.7,3.5
2022-07-26T00:00:00.000Z,0.8,41.653315,-8.58779,2.6,2.7
2022-07-27T00:00:00.000Z,2.8,41.653315,-8.58779,3.4,4.0
2022-07-28T00:00:00.000Z,0.4,41.653315,-8.58779,1.1,1.3
2022-07-29T00:00:00.000Z,0.5,41.653315,-8.58779,2.0,1.9
2022-07-30T00:00:00.000Z,5.9,41.653315,-8.58779,3.0,5.9
2022-07-31T00:00:00.000Z,8.0,41.653315,-8.58779,17.1,15.9
2022-08-01T00:00:00.000Z,13.0,41.653315,-8.58779,21.4,20.39
2022-08-02T00:00:00.000Z,10.5,41.653315,-8.58779,23.25,21.9
2022-08-03T00:00:00.000Z,7.4,41.653315,-8.58779,22.6,20.9
2022-08-04T00:00:00.000Z,7.1,41.653315,-8.58779,18.5,17.39
2022-08-05T00:00:00.000Z,5.3,41.653315,-8.58779,15.0,13.0
2022-08-06T00:00:00.000Z,8.8,41.653315,-8.58779,22.1,20.6
2022-08-07T00:00:00.000Z,7.7,41.653315,-8.58779,22.2,20.45
2022-08-08T00:00:00.000Z,6.6,41.653315,-8.58779,20.0,18.39
2022-08-09T00:00:00.000Z,11.6,41.653315,-8.58779,28.1,25.45
2022-08-10T00:00:00.000Z,11.1,41.653315,-8.58779,25.5,23.2
2022-08-11T00:00:00.000Z,11.1,41.653315,-8.58779,23.95,22.8
2022-08-12T00:00:00.000Z,4.9,41.653315,-8.58779,11.1,10.0
2022-08-13T00:00:00.000Z,7.6,41.653315,-8.58779,19.5,18.3
2022-08-14T00:00:00.000Z,7.3,41.653315,-8.58779,19.0,17.8
2022-08-15T00:00:00.000Z,10.7,41.653315,-8.58779,21.2,20.1
2022-08-16T00:00:00.000Z,0.2,41.653315,-8.58779,2.1,1.7
2022-08-17T00:00:00.000Z,0.2,41.653315,-8.58779,2.3,1.8
2022-08-18T00:00:00.000Z,0.2,41.653315,-8.58779,2.7,2.35
2022-08-19T00:00:00.000Z,0.2,41.653315,-8.58779,1.0,0.8
2022-08-20T00:00:00.000Z,0.3,41.653315,-8.58779,1.3,1.1
2022-08-21T00:00:00.000Z,2.4,41.653315,-8.58779,5.2,4.9
2022-08-22T00:00:00.000Z,7.8,41.653315,-8.58779,7.35,7.9
2022-08-23T00:00:00.000Z,1.9,41.653315,-8.58779,1.4,1.2
2022-08-24T00:00:00.000Z,3.5,41.653315,-8.58779,9.3,8.6
2022-08-25T00:00:00.000Z,5.8,41.653315,-8.58779,15.6,13.8
2022-08-26T00:00:00.000Z,5.3,41.653315,-8.58779,9.5,8.9
2022-08-27T00:00:00.000Z,7.7,41.653315,-8.58779,18.0,17.0
2022-08-28T00:00:00.000Z,5.6,41.653315,-8.58779,16.55,13.8
2022-08-29T00:00:00.000Z,3.7,41.653315,-8.58779,7.5,7.1
2022-08-30T00:00:00.000Z,2.4,41.653315,-8.58779,4.8,4.6
2022-08-31T00:00:00.000Z,1.0,41.653315,-8.58779,3.6,3.4
2022-09-01T00:00:00.000Z,5.25,41.653315,-8.58779,6.2,6.2
2022-09-02T00:00:00.000Z,0.4,41.653315,-8.58779,1.8,1.5
2022-09-03T00:00:00.000Z,2.4,41.653315,-8.58779,3.8,4.1
2022-09-04T00:00:00.000Z,0.6,41.653315,-8.58779,2.4,2.0
2022-09-05T00:00:00.000Z,0.9,41.653315,-8.58779,3.7,3.4
2022-09-06T00:00:00.000Z,0.8,41.653315,-8.58779,0.9,1.0
2022-09-07T00:00:00.000Z,4.2,41.653315,-8.58779,12.2,10.35
2022-09-14T00:00:00.000Z,0.2,41.653315,-8.58779,2.1,1.8
2022-09-15T00:00:00.000Z,0.4,41.653315,-8.58779,0.2,0.1
2022-09-16T00:00:00.000Z,5.5,41.653315,-8.58779,11.45,10.5
2022-09-17T00:00:00.000Z,3.6,41.653315,-8.58779,7.1,6.7
2022-09-18T00:00:00.000Z,1.8,41.653315,-8.58779,4.5,4.2
2022-09-19T00:00:00.000Z,5.5,41.653315,-8.58779,10.0,9.4
2022-09-20T00:00:00.000Z,18.0,41.653315,-8.58779,26.1,25.0
2022-09-21T00:00:00.000Z,21.6,41.653315,-8.58779,36.2,32.35
2022-09-22T00:00:00.000Z,24.7,41.653315,-8.58779,50.7,41.5
2022-09-28T00:00:00.000Z,0.1,41.653315,-8.58779,0.6,0.3
2022-09-29T00:00:00.000Z,0.05,41.653315,-8.58779,0.2,0.1
2022-09-30T00:00:00.000Z,0.1,41.653315,-8.58779,0.1,0.1
2022-10-01T00:00:00.000Z,2.2,41.653315,-8.58779,2.2,2.3
2022-10-02T00:00:00.000Z,1.8,41.653315,-8.58779,4.3,4.1
2022-10-03T00:00:00.000Z,3.4,41.653315,-8.58779,4.34,4.59
2022-10-04T00:00:00.000Z,8.35,41.653315,-8.58779,18.6,17.5
2022-10-05T00:00:00.000Z,7.0,41.653315,-8.58779,13.55,11.65
2022-10-06T00:00:00.000Z,3.3,41.653315,-8.58779,7.7,6.3
2022-10-07T00:00:00.000Z,14.25,41.653315,-8.58779,26.15,23.95
2022-10-08T00:00:00.000Z,16.89,41.653315,-8.58779,28.1,25.9
2022-10-09T00:00:00.000Z,6.45,41.653315,-8.58779,18.39,15.9
2022-10-10T00:00:00.000Z,4.7,41.653315,-8.58779,5.8,5.4
2022-10-11T00:00:00.000Z,6.6,41.653315,-8.58779,16.2,13.65
2022-10-12T00:00:00.000Z,4.5,41.653315,-8.58779,10.05,9.1
2022-10-13T00:00:00.000Z,10.1,41.653315,-8.58779,21.65,20.39
2022-10-14T00:00:00.000Z,2.8,41.653315,-8.58779,6.3,5.6
2022-10-15T00:00:00.000Z,10.85,41.653315,-8.58779,23.6,22.1
2022-10-16T00:00:00.000Z,0.3,41.653315,-8.58779,1.2,1.1
2022-10-17T00:00:00.000Z,6.65,41.653315,-8.58779,15.8,13.95
2022-10-18T00:00:00.000Z,4.4,41.653315,-8.58779,10.7,9.25
2022-10-21T00:00:00.000Z,0.5,41.653315,-8.58779,4.0,3.0
2022-10-22T00:00:00.000Z,0.2,41.653315,-8.58779,0.9,0.6
2022-10-23T00:00:00.000Z,0.1,41.653315,-8.58779,1.5,0.9
2022-10-24T00:00:00.000Z,3.0,41.653315,-8.58779,6.0,5.55
2022-10-25T00:00:00.000Z,0.1,41.653315,-8.58779,1.2,0.8
2022-10-26T00:00:00.000Z,1.1,41.653315,-8.58779,2.8,2.5
2022-10-27T00:00:00.000Z,1.3,41.653315,-8.58779,4.09,3.7
2022-10-28T00:00:00.000Z,1.7,41.653315,-8.58779,3.1,3.35
2022-10-29T00:00:00.000Z,2.4,41.653315,-8.58779,5.8,5.2
2022-10-30T00:00:00.000Z,6.6,41.653315,-8.58779,5.95,6.3
2022-10-31T00:00:00.000Z,3.8,41.653315,-8.58779,2.1,3.9
2022-11-01T00:00:00.000Z,4.9,41.653315,-8.58779,7.5,7.55
2022-11-02T00:00:00.000Z,6.2,41.653315,-8.58779,11.8,10.1
2022-11-03T00:00:00.000Z,2.1,41.653315,-8.58779,4.4,4.0
2022-11-04T00:00:00.000Z,5.4,41.653315,-8.58779,5.9,5.3
2022-11-05T00:00:00.000Z,9.2,41.653315,-8.58779,21.5,19.89
2022-11-06T00:00:00.000Z,13.1,41.653315,-8.58779,24.8,23.2
2022-11-07T00:00:00.000Z,12.8,41.653315,-8.58779,23.6,22.1
2022-11-08T00:00:00.000Z,1.0,41.653315,-8.58779,2.65,1.9
2022-11-09T00:00:00.000Z,3.2,41.653315,-8.58779,6.6,6.1
2022-11-10T00:00:00.000Z,5.1,41.653315,-8.58779,9.19,8.4
2022-11-11T00:00:00.000Z,5.2,41.653315,-8.58779,10.8,9.69
2022-11-12T00:00:00.000Z,23.5,41.653315,-8.58779,11.3,10.25
2022-11-13T00:00:00.000Z,7.1,41.653315,-8.58779,17.3,15.4
2022-11-14T00:00:00.000Z,4.2,41.653315,-8.58779,6.4,6.7
2022-11-15T00:00:00.000Z,1.14,41.653315,-8.58779,1.1,1.4
2022-11-16T00:00:00.000Z,0.1,41.653315,-8.58779,0.2,0.1
2022-11-17T00:00:00.000Z,4.65,41.653315,-8.58779,2.6,2.2
2022-11-18T00:00:00.000Z,3.9,41.653315,-8.58779,2.9,3.0
2022-11-19T00:00:00.000Z,10.4,41.653315,-8.58779,16.7,16.0
2022-11-20T00:00:00.000Z,3.4,41.653315,-8.58779,5.4,5.2
2022-11-21T00:00:00.000Z,0.5,41.653315,-8.58779,2.29,2.7
2022-11-22T00:00:00.000Z,3.8,41.653315,-8.58779,5.09,5.09
2022-11-23T00:00:00.000Z,4.25,41.653315,-8.58779,6.35,5.4
2022-11-24T00:00:00.000Z,3.7,41.653315,-8.58779,5.05,5.2
2022-11-25T00:00:00.000Z,13.0,41.653315,-8.58779,6.7,6.7
2022-11-26T00:00:00.000Z,10.3,41.653315,-8.58779,18.2,17.8
2022-11-27T00:00:00.000Z,12.4,41.653315,-8.58779,22.4,21.25
2022-11-28T00:00:00.000Z,5.75,41.653315,-8.58779,12.3,10.7
2022-11-29T00:00:00.000Z,13.1,41.653315,-8.58779,23.2,21.8
2022-11-30T00:00:00.000Z,7.1,41.653315,-8.58779,14.8,12.85
2022-12-01T00:00:00.000Z,21.1,41.653315,-8.58779,25.1,26.2
2022-12-02T00:00:00.000Z,3.9,41.653315,-8.58779,6.5,6.0
2022-12-03T00:00:00.000Z,9.4,41.653315,-8.58779,20.05,18.89
2022-12-04T00:00:00.000Z,24.2,41.653315,-8.58779,43.2,36.2
2022-12-05T00:00:00.000Z,12.6,41.653315,-8.58779,10.5,9.4
2022-12-06T00:00:00.000Z,20.9,41.653315,-8.58779,34.2,30.7
2022-12-07T00:00:00.000Z,9.3,41.653315,-8.58779,19.85,18.6
2022-12-08T00:00:00.000Z,18.2,41.653315,-8.58779,22.4,21.4
2022-12-09T00:00:00.000Z,2.85,41.653315,-8.58779,4.2,4.4
2022-12-10T00:00:00.000Z,23.8,41.653315,-8.58779,39.6,34.6
2022-12-11T00:00:00.000Z,20.8,41.653315,-8.58779,9.9,11.3
2022-12-12T00:00:00.000Z,0.5,41.653315,-8.58779,6.0,4.5
2022-12-13T00:00:00.000Z,0.85,41.653315,-8.58779,3.3,2.4
2022-12-14T00:00:00.000Z,1.6,41.653315,-8.58779,4.0,3.4
2022-12-15T00:00:00.000Z,2.9,41.653315,-8.58779,6.15,5.6
2022-12-16T00:00:00.000Z,18.89,41.653315,-8.58779,7.3,11.5
2022-12-17T00:00:00.000Z,15.3,41.653315,-8.58779,23.9,22.8
2022-12-18T00:00:00.000Z,0.8,41.653315,-8.58779,2.5,2.2
2022-12-19T00:00:00.000Z,2.8,41.653315,-8.58779,4.2,4.1
2022-12-20T00:00:00.000Z,0.25,41.653315,-8.58779,0.4,0.4
2022-12-21T00:00:00.000Z,0.4,41.653315,-8.58779,2.8,1.7
2022-12-22T00:00:00.000Z,0.4,41.653315,-8.58779,1.0,0.7
2022-12-23T00:00:00.000Z,1.1,41.653315,-8.58779,4.7,4.0
2022-12-24T00:00:00.000Z,2.04,41.653315,-8.58779,4.3,3.7
2022-12-25T00:00:00.000Z,3.9,41.653315,-8.58779,5.3,5.3
2022-12-26T00:00:00.000Z,7.8,41.653315,-8.58779,9.0,9.25
2022-12-27T00:00:00.000Z,26.1,41.653315,-8.58779,47.1,38.7
2022-12-28T00:00:00.000Z,19.64,41.653315,-8.58779,18.5,20.9
2022-12-29T00:00:00.000Z,7.65,41.653315,-8.58779,0.7,2.29
2022-12-30T00:00:00.000Z,0.8,41.653315,-8.58779,3.0,2.7
2022-12-31T00:00:00.000Z,1.9,41.653315,-8.58779,5.5,4.9
2023-01-01T00:00:00.000Z,2.1,41.653315,-8.58779,3.7,3.35
2023-01-02T00:00:00.000Z,7.3,41.653315,-8.58779,16.25,14.0
2023-01-03T00:00:00.000Z,11.0,41.653315,-8.58779,18.6,16.45
2023-01-04T00:00:00.000Z,18.8,41.653315,-8.58779,29.7,27.3
2023-01-05T00:00:00.000Z,18.25,41.653315,-8.58779,29.3,27.1
2023-01-06T00:00:00.000Z,25.9,41.653315,-8.58779,48.05,39.4
2023-01-07T00:00:00.000Z,4.2,41.653315,-8.58779,3.7,3.1
2023-01-08T00:00:00.000Z,0.3,41.653315,-8.58779,0.9,0.7
2023-01-09T00:00:00.000Z,6.6,41.653315,-8.58779,2.8,2.3
2023-01-10T00:00:00.000Z,10.8,41.653315,-8.58779,21.0,19.8
2023-01-11T00:00:00.000Z,8.5,41.653315,-8.58779,6.9,13.1
2023-01-12T00:00:00.000Z,21.6,41.653315,-8.58779,36.79,32.3
2023-01-13T00:00:00.000Z,21.8,41.653315,-8.58779,37.15,32.4
2023-01-14T00:00:00.000Z,13.4,41.653315,-8.58779,24.3,23.1
2023-01-15T00:00:00.000Z,1.5,41.653315,-8.58779,2.2,2.3
2023-01-16T00:00:00.000Z,0.1,41.653315,-8.58779,0.6,0.4
2023-01-17T00:00:00.000Z,0.1,41.653315,-8.58779,0.3,0.2
2023-01-18T00:00:00.000Z,9.55,41.653315,-8.58779,3.85,4.59
2023-01-19T00:00:00.000Z,21.8,41.653315,-8.58779,37.54,32.54
2023-01-20T00:00:00.000Z,0.75,41.653315,-8.58779,2.15,2.1
2023-01-21T00:00:00.000Z,4.3,41.653315,-8.58779,5.45,5.3
2023-01-22T00:00:00.000Z,5.2,41.653315,-8.58779,3.2,3.4
2023-01-23T00:00:00.000Z,4.09,41.653315,-8.58779,7.7,7.1
2023-01-24T00:00:00.000Z,4.2,41.653315,-8.58779,6.75,6.2
2023-01-25T00:00:00.000Z,9.94,41.653315,-8.58779,20.8,18.85
2023-01-26T00:00:00.000Z,1.7,41.653315,-8.58779,5.5,4.9
2023-01-27T00:00:00.000Z,0.8,41.653315,-8.58779,1.5,1.6
2023-01-28T00:00:00.000Z,2.0,41.653315,-8.58779,4.0,3.8
2023-01-29T00:00:00.000Z,4.0,41.653315,-8.58779,4.7,4.3
2023-01-30T00:00:00.000Z,13.5,41.653315,-8.58779,24.8,22.95
2023-01-31T00:00:00.000Z,23.8,41.653315,-8.58779,42.7,35.6
2023-02-01T00:00:00.000Z,24.7,41.653315,-8.58779,45.1,37.15
2023-02-02T00:00:00.000Z,11.65,41.653315,-8.58779,21.3,19.7
2023-02-03T00:00:00.000Z,18.8,41.653315,-8.58779,29.7,27.3
2023-02-04T00:00:00.000Z,26.35,41.653315,-8.58779,48.0,39.4
2023-02-05T00:00:00.000Z,19.3,41.653315,-8.58779,29.3,27.25
2023-02-06T00:00:00.000Z,14.2,41.653315,-8.58779,21.45,20.35
2023-02-07T00:00:00.000Z,15.3,41.653315,-8.58779,24.35,22.9
2023-02-08T00:00:00.000Z,5.6,41.653315,-8.58779,11.75,10.5
2023-02-09T00:00:00.000Z,4.2,41.653315,-8.58779,6.95,6.6
2023-02-10T00:00:00.000Z,8.9,41.653315,-8.58779,17.3,14.85
2023-02-11T00:00:00.000Z,6.2,41.653315,-8.58779,14.6,13.2
2023-02-12T00:00:00.000Z,5.0,41.653315,-8.58779,9.6,8.69
2023-02-13T00:00:00.000Z,5.85,41.653315,-8.58779,13.4,11.5
2023-02-14T00:00:00.000Z,5.7,41.653315,-8.58779,13.3,11.7
2023-02-15T00:00:00.000Z,4.5,41.653315,-8.58779,10.1,8.9
2023-02-16T00:00:00.000Z,17.95,41.653315,-8.58779,28.1,26.3
2023-02-17T00:00:00.000Z,13.55,41.653315,-8.58779,23.9,22.3
2023-02-18T00:00:00.000Z,7.8,41.653315,-8.58779,18.39,16.2
2023-02-19T00:00:00.000Z,25.2,41.653315,-8.58779,44.65,36.8
2023-02-20T00:00:00.000Z,22.8,41.653315,-8.58779,38.9,33.4
2023-02-21T00:00:00.000Z,17.89,41.653315,-8.58779,30.4,27.7
2023-02-22T00:00:00.000Z,6.9,41.653315,-8.58779,9.6,8.5
2023-02-23T00:00:00.000Z,11.75,41.653315,-8.58779,1.9,11.05
2023-02-24T00:00:00.000Z,7.8,41.653315,-8.58779,17.1,15.6
2023-02-25T00:00:00.000Z,29.4,41.653315,-8.58779,54.0,44.0
2023-02-26T00:00:00.000Z,4.09,41.653315,-8.58779,7.7,7.1
2023-02-27T00:00:00.000Z,2.3,41.653315,-8.58779,5.45,5.1
2023-02-28T00:00:00.000Z,1.5,41.653315,-8.58779,2.1,1.9
2023-03-01T00:00:00.000Z,2.5,41.653315,-8.58779,5.2,4.9
2023-03-02T00:00:00.000Z,6.4,41.653315,-8.58779,14.15,12.4
2023-03-03T00:00:00.000Z,23.1,41.653315,-8.58779,39.7,34.0
2023-03-04T00:00:00.000Z,22.2,41.653315,-8.58779,39.2,33.2
2023-03-05T00:00:00.000Z,14.2,41.653315,-8.58779,23.5,22.1
2023-03-06T00:00:00.000Z,7.4,41.653315,-8.58779,16.3,14.2
2023-03-07T00:00:00.000Z,2.6,41.653315,-8.58779,2.5,2.7
2023-03-08T00:00:00.000Z,0.7,41.653315,-8.58779,4.0,3.4
2023-03-09T00:00:00.000Z,0.4,41.653315,-8.58779,5.0,3.6
2023-03-10T00:00:00.000Z,0.6,41.653315,-8.58779,6.5,4.8
2023-03-11T00:00:00.000Z,3.7,41.653315,-8.58779,4.5,4.1
2023-03-12T00:00:00.000Z,6.0,41.653315,-8.58779,14.2,13.0
2023-03-13T00:00:00.000Z,2.4,41.653315,-8.58779,3.5,2.29
2023-03-14T00:00:00.000Z,1.6,41.653315,-8.58779,4.0,3.3
2023-03-15T00:00:00.000Z,5.8,41.653315,-8.58779,14.7,12.1
2023-03-16T00:00:00.000Z,12.2,41.653315,-8.58779,22.6,21.25
2023-03-17T00:00:00.000Z,0.2,41.653315,-8.58779,0.7,1.3
2023-03-18T00:00:00.000Z,1.1,41.653315,-8.58779,2.8,3.1
2023-03-19T00:00:00.000Z,3.9,41.653315,-8.58779,3.2,4.0
2023-03-20T00:00:00.000Z,6.4,41.653315,-8.58779,14.15,12.3
2023-03-21T00:00:00.000Z,18.6,41.653315,-8.58779,29.15,26.0
2023-03-22T00:00:00.000Z,10.7,41.653315,-8.58779,19.5,18.2
2023-03-23T00:00:00.000Z,1.0,41.653315,-8.58779,3.4,3.0
2023-03-24T00:00:00.000Z,19.1,41.653315,-8.58779,1.55,2.2
2023-03-25T00:00:00.000Z,4.3,41.653315,-8.58779,9.1,8.3
2023-03-26T00:00:00.000Z,0.2,41.653315,-8.58779,0.4,0.85
2023-03-27T00:00:00.000Z,2.15,41.653315,-8.58779,2.6,2.4
2023-03-28T00:00:00.000Z,6.95,41.653315,-8.58779,14.2,11.7
2023-03-29T00:00:00.000Z,4.5,41.653315,-8.58779,6.75,6.2
2023-03-30T00:00:00.000Z,0.1,41.653315,-8.58779,3.2,2.2
2023-03-31T00:00:00.000Z,0.6,41.653315,-8.58779,6.3,4.7
2023-04-01T00:00:00.000Z,1.1,41.653315,-8.58779,2.7,1.8
2023-04-02T00:00:00.000Z,4.09,41.653315,-8.58779,2.45,3.6
2023-04-03T00:00:00.000Z,3.3,41.653315,-8.58779,6.2,6.0
2023-04-04T00:00:00.000Z,2.6,41.653315,-8.58779,4.7,4.4
