date,min,max,median,q1,q3,stdev,count
2023-02-09T00:00:00.000Z,0,205,6.95,2.7,27.7,24.151,604
2023-02-10T00:00:00.000Z,0.3,171.6,17.3,5.09,32.2,18.256,655
2023-02-11T00:00:00.000Z,2.9,86.8,14.6,7.5,34.1,17.125,654
2023-02-12T00:00:00.000Z,0.5,161.4,9.6,3.5,22.6,13.772,667
2023-02-13T00:00:00.000Z,4.6,193.6,13.4,8.5,39.9,29.632,625
2023-02-14T00:00:00.000Z,3.6,161.4,13.3,8,27.7,26.982,662
2023-02-15T00:00:00.000Z,1.8,55.6,10.1,7,19.05,8.648,640
2023-02-16T00:00:00.000Z,8.1,176.7,28.1,18.5,38.4,21.697,653
2023-02-17T00:00:00.000Z,1.8,497.6,23.9,12.55,46.25,38.187,657
2023-02-18T00:00:00.000Z,3.5,126.5,18.39,12.9,28.4,14.02,655
2023-02-19T00:00:00.000Z,7.7,413.7,44.65,26.5,52.5,25.017,634
2023-02-20T00:00:00.000Z,19.3,99.1,38.9,29.2,54.4,15.692,634
2023-02-21T00:00:00.000Z,14,78.9,30.4,22.7,42.6,13.657,633
2023-02-22T00:00:00.000Z,0,75.8,9.6,1.8,34.3,21.738,613
2023-02-23T00:00:00.000Z,0,54.6,1.9,0.1,22.7,15.615,322
2023-02-24T00:00:00.000Z,0,141.9,17.1,6.85,27.5,25.198,676
2023-02-25T00:00:00.000Z,3.3,251.2,54,29.9,75.1,38.953,587
2023-02-26T00:00:00.000Z,0.1,299.2,7.7,4.7,22.2,30.068,673
2023-02-27T00:00:00.000Z,0.4,187.4,5.45,3.5,9.9,14.733,648
2023-02-28T00:00:00.000Z,0,21.2,2.1,0.6,5.2,3.853,623
2023-03-01T00:00:00.000Z,0,218.2,5.2,3.5,15.2,22.011,647
2023-03-02T00:00:00.000Z,0.1,198.7,14.15,3.8,28.4,22.155,634
2023-03-03T00:00:00.000Z,19.8,212,39.7,34,49.05,29.73,665
2023-03-04T00:00:00.000Z,4.5,168.2,39.2,22.9,65.7,29.981,645
2023-03-05T00:00:00.000Z,5.9,166.3,23.5,16.7,49.7,24.78,659
2023-03-06T00:00:00.000Z,0,68.9,16.3,5.6,37.7,19.575,639
2023-03-07T00:00:00.000Z,0,63.8,2.5,0.4,8.4,9.514,532
2023-03-08T00:00:00.000Z,0,17.9,4,0.5,6.2,3.625,431
2023-03-09T00:00:00.000Z,0,14.8,5,2.3,8.65,3.412,568
2023-03-10T00:00:00.000Z,0,33.3,6.5,4.1,8.4,5.822,633
2023-03-11T00:00:00.000Z,0,68.4,4.5,1.9,22.3,14.479,604
2023-03-12T00:00:00.000Z,0.1,40.8,14.2,5.5,23.5,9.85,631
2023-03-13T00:00:00.000Z,0,34.9,3.5,2.2,7.3,5.77,629
2023-03-14T00:00:00.000Z,0,94,4,2.2,8.9,16.186,631
2023-03-15T00:00:00.000Z,0.1,88.7,14.7,6,30.7,18.868,641
2023-03-16T00:00:00.000Z,0,51.1,22.6,9.85,29,11.393,664
2023-03-17T00:00:00.000Z,0,18.1,0.7,0.1,2.6,2.421,394
2023-03-18T00:00:00.000Z,0,74.4,2.8,0.4,5.4,10.078,455
